ID,DepthDiving.m,DurationDiving.min,Depthzero,Mean.Max,CommonName,Binomial,Weight.kg,Lat,Lon,Family,Order,Location,Country,Type.Diving,Methods,Life stage,Chlorophyll.Concentration,Chorophyll.Concentration.SD,Surface.Temperature,Surface.Temperature.SD,Turbidity.Index,Turbidity.Index.SD,Comment,Conservation.Status,Foraging Reference,Birds of the World Reference,Weight Reference,
180,54.9,1.4,1,Max,Manx Shearwater,Puffinus puffinus,0.58,51.73,-5.28,Procellariidae,Procellariiformes,Skoma Island,UK,Plunge.Dive,Temperature-Depth Recorder,Chick-rearing,2.13,0.36117,12.12833,2.821418,0.169657,0.03735036,,LC,"Shoji, A., Dean, B., Kirk, H., Freeman, R., Perrins, C.M. and Guilford, T. (2016). The diving behaviour of the Manx Shearwater Puffinus puffinus . Ibis. 158: 598-606. doi:10.1111/ibi.12381","Lee, D. S., J. C. Haney, C. Carboneras, F. Jutglar, and G. M. Kirwan (2020). Manx Shearwater (Puffinus puffinus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.manshe.01",,
181,31,0.77,1,Mean,Manx Shearwater,Puffinus puffinus,0.58,51.73,-5.28,Procellariidae,Procellariiformes,Skoma Island,UK,Plunge.Dive,Temperature-Depth Recorder,Chick-rearing,2.13,0.36117,12.12833,2.821418,0.169657,0.03735036,,LC,"Shoji, A., Dean, B., Kirk, H., Freeman, R., Perrins, C.M. and Guilford, T. (2016). The diving behaviour of the Manx Shearwater Puffinus puffinus . Ibis. 158: 598-606. doi:10.1111/ibi.12381","Lee, D. S., J. C. Haney, C. Carboneras, F. Jutglar, and G. M. Kirwan (2020). Manx Shearwater (Puffinus puffinus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.manshe.01",,
182,30.2,NA,1,Max,Yelkouan Shearwater,Puffinus yelkouan,0.49,40.5,4,Procellariidae,Procellariiformes,Mediterranean Sea,Mediterranean Sea,Plunge.Dive,Temperature-Depth Recorder,Chick-rearing,0.25,0.14151,19.26917,4.891563,0.046633,0.01578488,Average coordinate taken from gis map,VU,"Péron, C., David Grémillet, D., Prudor, A., Emeline Pettex, E., Saraux, C., Soriano-Redondo, A., Authier, M. and Fort, J. (2013). Importance of coastal Marine Protected Areas for the conservation of pelagic seabirds: The case of Vulnerable yelkouan shearwaters in the Mediterranean Sea. Biological Conservation. 168: 210–221.
","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Yelkouan Shearwater (Puffinus yelkouan), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.levshe1.01","Cramp, S. and Simmons, K.E.L. eds. (1977). Handbook of the Birds of Europe, the Middle East and North Africa. The Birds of the Western Palearctic. Vol. 1. Ostrich to Ducks. Oxford University Press, Oxford & New York.",
183,17.8,NA,1,Mean,Yelkouan Shearwater,Puffinus yelkouan,0.49,40.5,4,Procellariidae,Procellariiformes,Mediterranean Sea,Mediterranean Sea,Plunge.Dive,Temperature-Depth Recorder,Chick-rearing,0.25,0.14151,19.26917,4.891563,0.046633,0.01578488,Average coordinate taken from gis map,VU,"Péron, C., David Grémillet, D., Prudor, A., Emeline Pettex, E., Saraux, C., Soriano-Redondo, A., Authier, M. and Fort, J. (2013). Importance of coastal Marine Protected Areas for the conservation of pelagic seabirds: The case of Vulnerable yelkouan shearwaters in the Mediterranean Sea. Biological Conservation. 168: 210–221.
","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Yelkouan Shearwater (Puffinus yelkouan), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.levshe1.01","Cramp, S. and Simmons, K.E.L. eds. (1977). Handbook of the Birds of Europe, the Middle East and North Africa. The Birds of the Western Palearctic. Vol. 1. Ostrich to Ducks. Oxford University Press, Oxford & New York.",
184,26,1.1,1,Max,Balearic Shearwater,Puffinus mauretanicus,0.57,39.5,2.6,Procellariidae,Procellariiformes,Mallorca,Spain,Plunge.Dive,Data Logger,Chick-rearing,0.24,0.10542,19.7775,4.749191,0.041517,0.014472157,"No coordinates given , just location- Bay of Palma",CR,"Aguilar, J.S., Benvenuti, S., Dall’Antonia, L., McMinn-Grivé, M. and Mayol-Serra, J. (2003). Preliminary results on the foraging ecology of Balearic shearwaters (Puffinus mauretanicus) from bird-borne data loggers. Scientia Marina 67(Supplement 2):129–134.","del Hoyo, J., N. Collar, and G. M. Kirwan (2020). Balearic Shearwater (Puffinus mauretanicus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.balshe1.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
185,5.6,0.29,1,Mean,Balearic Shearwater,Puffinus mauretanicus,0.57,39.5,2.6,Procellariidae,Procellariiformes,Mallorca,Spain,Plunge.Dive,Data Logger,Chick-rearing,0.24,0.10542,19.7775,4.749191,0.041517,0.014472157,"No coordinates given , just location- Bay of Palma",CR,"Aguilar, J.S., Benvenuti, S., Dall’Antonia, L., McMinn-Grivé, M. and Mayol-Serra, J. (2003). Preliminary results on the foraging ecology of Balearic shearwaters (Puffinus mauretanicus) from bird-borne data loggers. Scientia Marina 67(Supplement 2):129–134.","del Hoyo, J., N. Collar, and G. M. Kirwan (2020). Balearic Shearwater (Puffinus mauretanicus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.balshe1.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
186,52,NA,1,Max,Black-vented Shearwater,Puffinus opisthomelas,0.4,27.85,-115.2,Procellariidae,Procellariiformes,Isla Natividad,Mexico,Plunge.Dive,Maximum Depth Gauge,Breeding,0.98,0.33195,19.94833,2.196662,0.11475,0.036341123,"No coordinates given , just location",NT,"Keitt, B. S., Croll, D. A. and Tershy, B. R. (2000). Dive Depth and Diet of the Black-vented Shearwater (Puffinus opisthomelas). The Auk. 117:(2): 507–510. https://doi.org/10.1093/auk/117.2.507
 ","Keitt, B. S., B. R. Tershy, and D. A. Croll (2020). Black-vented Shearwater (Puffinus opisthomelas), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bkvshe.01",,
187,21,NA,1,Mean,Black-vented Shearwater,Puffinus opisthomelas,0.4,27.85,-115.2,Procellariidae,Procellariiformes,Isla Natividad,Mexico,Plunge.Dive,Maximum Depth Gauge,Breeding,0.98,0.33195,19.94833,2.196662,0.11475,0.036341123,"No coordinates given , just location",NT,"Keitt, B. S., Croll, D. A. and Tershy, B. R. (2000). Dive Depth and Diet of the Black-vented Shearwater (Puffinus opisthomelas). The Auk. 117:(2): 507–510. https://doi.org/10.1093/auk/117.2.507
 ","Keitt, B. S., B. R. Tershy, and D. A. Croll (2020). Black-vented Shearwater (Puffinus opisthomelas), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bkvshe.01",,
188,0,0,0,Max,Barau’s Petrel,Pterodroma baraui,0.43,-20.5,55.5,Procellariidae,Procellariiformes,Reunion,France,Surface.Seizing,Observation,Various,0.08,0.02736,26.70833,1.988959,0.02545,0.002600874,,EN,"Danckwerts, D.K., McQuaid, C.D., Connan, M. Smale, M. J., Le Corre, M., Humeau, L. Kaehler, S., Juhasz, C. C., Orlowski, S. Tourmetz J. and Jaquemet, S. (2016). Intra-annual variation in the foraging ecology of the endangered endemic Barau’s Petrel (Pterodroma baraui) from Réunion Island, south-western Indian Ocean: insights from a multifaceted approach. Mar Biol 163, 18 (2016). https://doi.org/10.1007/s00227-015-2810-x","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Barau's Petrel (Pterodroma baraui), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.barpet1.01","Pinet, P., Salamolard, M., Probst, J.-M., Russell, J. C., Jaquemet, S. and Le Corre, M. (2009). Barau’s Petrel Pterodroma baraui: History, biology and conservation of an endangered endemic petrel. Marine Orn.. 37(2): 107-113.",
189,0,0,0,Mean,Barau’s Petrel,Pterodroma baraui,0.43,-20.5,55.5,Procellariidae,Procellariiformes,Reunion,France,Surface.Seizing,Observation,Various,0.08,0.02736,26.70833,1.988959,0.02545,0.002600874,,EN,"Danckwerts, D.K., McQuaid, C.D., Connan, M. Smale, M. J., Le Corre, M., Humeau, L. Kaehler, S., Juhasz, C. C., Orlowski, S. Tourmetz J. and Jaquemet, S. (2016). Intra-annual variation in the foraging ecology of the endangered endemic Barau’s Petrel (Pterodroma baraui) from Réunion Island, south-western Indian Ocean: insights from a multifaceted approach. Mar Biol 163, 18 (2016). https://doi.org/10.1007/s00227-015-2810-x","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Barau's Petrel (Pterodroma baraui), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.barpet1.01","Pinet, P., Salamolard, M., Probst, J.-M., Russell, J. C., Jaquemet, S. and Le Corre, M. (2009). Barau’s Petrel Pterodroma baraui: History, biology and conservation of an endangered endemic petrel. Marine Orn.. 37(2): 107-113.",
190,23.1,NA,1,Max,Barolo Shearwater,Puffinus baroli,0.21,36.92,-25.17,Procellariidae,Procellariiformes,Azores,Portugal,Plunge.Dive,Maximum Depth Gauge,Chick-rearing,0.17,0.07917,19.99545,2.684933,0.034945,0.010457186,,NA,"Neves, V. C., Bried, J., González-Solís, J. Roscales, J. L and Clarke, M. R. (2012). Feeding ecology and movements of the Barolo shearwater Puffinus baroli baroli in the Azores, NE Atlantic. Marine Ecology Progress Series. 452: 269–285.","Kirwan, G. M., C. Carboneras, and F. Jutglar (2020). Barolo Shearwater (Puffinus baroli), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.litshe1.01","Monteiro, L.R., Ramos, J.A., Furness, R.W. and del Nevo, A.J. (1996). Movements, morphology, breeding, molt, diet and feeding of seabirds in the Azores. Colonial Waterbirds 19(1):82–97.",
191,14.8,NA,1,Mean,Barolo Shearwater,Puffinus baroli,0.21,36.92,-25.17,Procellariidae,Procellariiformes,Azores,Portugal,Plunge.Dive,Maximum Depth Gauge,Chick-rearing,0.17,0.07917,19.99545,2.684933,0.034945,0.010457186,,NA,"Neves, V. C., Bried, J., González-Solís, J. Roscales, J. L and Clarke, M. R. (2012). Feeding ecology and movements of the Barolo shearwater Puffinus baroli baroli in the Azores, NE Atlantic. Marine Ecology Progress Series. 452: 269–285.","Kirwan, G. M., C. Carboneras, and F. Jutglar (2020). Barolo Shearwater (Puffinus baroli), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.litshe1.01","Monteiro, L.R., Ramos, J.A., Furness, R.W. and del Nevo, A.J. (1996). Movements, morphology, breeding, molt, diet and feeding of seabirds in the Azores. Colonial Waterbirds 19(1):82–97.",
192,0,0,0,Max,Vanuatu Petrel,Pterodroma occulta,0.35,-13.4,167.67,Procellariidae,Procellariiformes,Mota Lava,Vanuatu,Surface.Seizing,Observation,Unknown,0.08,0.02795,28.385,0.883223,0.027164,0.004458536,,NA,"Shirihai, H., and V. Bretagnolle (2010). First observations at sea of Vanuatu Petrel Pterodroma (cervicalis) occulta. Bulletin of the British Ornithologists' Club 130:132–140.","Kirwan, G. M., C. Carboneras, and F. Jutglar (2020). Vanuatu Petrel (Pterodroma occulta), version 2.0. In Birds of the World (S. M. Billerman and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.venpet1.02",,
193,0,0,0,Mean,Vanuatu Petrel,Pterodroma occulta,0.35,-13.4,167.67,Procellariidae,Procellariiformes,Mota Lava,Vanuatu,Surface.Seizing,Observation,Unknown,0.08,0.02795,28.385,0.883223,0.027164,0.004458536,,NA,"Shirihai, H., and V. Bretagnolle (2010). First observations at sea of Vanuatu Petrel Pterodroma (cervicalis) occulta. Bulletin of the British Ornithologists' Club 130:132–140.","Kirwan, G. M., C. Carboneras, and F. Jutglar (2020). Vanuatu Petrel (Pterodroma occulta), version 2.0. In Birds of the World (S. M. Billerman and B. K. Keeney, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.venpet1.02",,
194,83.1,NA,1,Max,Peruvian Diving-Petrel,Pelecanoides garnotii,0.2,-14.27,-76.17,Procellariidae,Procellariiformes,La Vieja Island,Peru,Plunge.Dive,Capillary Depth Gauge,Breeding,6.26,4.77094,17.68375,1.60124,0.11708,0.034925979,,EN,"Zavalaga, C. B. and Jahncke, J. (1997). Maximum Dive Depths of the Peruvian Diving-Petrel, The Condor. 99(4): 1002–1004. https://doi.org/10.2307/1370156","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Peruvian Diving-Petrel (Pelecanoides garnotii), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.pedpet1.01",,
195,31.6,NA,1,Mean,Peruvian Diving-Petrel,Pelecanoides garnotii,0.2,-14.27,-76.17,Procellariidae,Procellariiformes,La Vieja Island,PEru,Plunge.Dive,Capillary Depth Gauge,Breeding,6.26,4.77094,17.68375,1.60124,0.11708,0.034925979,,EN,"Zavalaga, C. B. and Jahncke, J. (1997). Maximum Dive Depths of the Peruvian Diving-Petrel, The Condor. 99(4): 1002–1004. https://doi.org/10.2307/1370156","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Peruvian Diving-Petrel (Pelecanoides garnotii), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.pedpet1.01",,
196,5.3,NA,1,Max,Bulwer's Petrel,Bulweria bulwerii,0.13,30.15,-15.87,Procellariidae,Procellariiformes,Selvagem Grande,Portugal,Pursuit.Dive,Maximum Depth Gauge,Breeding,0.14,0.03193,20.93083,1.633816,0.036283,0.008846759,,LC,"Mougin J.-L. and Mougin, M.-C. (2000). Maximum diving depths for feeding attained by Bulwer's petrels (Bulweria bulwerii) during the incubation period. Journal of Zoological Society of London. 250: 75-77.","Megysi, J. L. and D. L. O'Daniel (2020). Bulwer's Petrel (Bulweria bulwerii), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bulpet.01",,
197,2.4,NA,1,Mean,Bulwer's Petrel,Bulweria bulwerii,0.13,30.15,-15.87,Procellariidae,Procellariiformes,Selvagem Grande,Portugal,Pursuit.Dive,Maximum Depth Gauge,Breeding,0.14,0.03193,20.93083,1.633816,0.036283,0.008846759,,LC,"Mougin J.-L. and Mougin, M.-C. (2000). Maximum diving depths for feeding attained by Bulwer's petrels (Bulweria bulwerii) during the incubation period. Journal of Zoological Society of London. 250: 75-77.","Megysi, J. L. and D. L. O'Daniel (2020). Bulwer's Petrel (Bulweria bulwerii), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bulpet.02",,
198,1.5,NA,1,Max,Yellow-nosed Albatross,Thalassarche chlororhynchos,2.84,-27.05,-46.77,Diomedeidae,Procellariiformes,Parana,Brazil,Pursuit.Dive,Observation,Unknown,0.22,0.08678,24.41417,2.677636,0.042467,0.00867822,Baited but not known to dive any deeper,EN,"Olmos, F. (1996). Seabirds attending bottom long-line fishing off southeastern Brazil. IBIS 139: 685-691.","del Hoyo, J., C. Carboneras, F. Jutglar, N. Collar, and G. M. Kirwan (2020). Yellow-nosed Albatross (Thalassarche chlororhynchos), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.yenalb.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
199,6.5,NA,1,Max,Grey-headed Albatross,Thalassarche chrysostoma,4.35,-54,38.03,Diomedeidae,Procellariiformes,"Bird Island, South Georgia",UK,Pursuit.Dive,Capillary Depth Gauge,Chick-rearing,0.16,0.05332,2.443333,0.833107,0.0393,0.006917514,,EN,"Huin, H. and Prince, P. A. (1997). Diving behaviour of the grey-headed albatross. Antarctic Science9(3): 243-249.","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Gray-headed Albatross (Thalassarche chrysostoma), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.gyhalb.00","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
200,0.74,NA,1,Mean,Grey-headed Albatross,Thalassarche chrysostoma,4.35,-54,38.03,Diomedeidae,Procellariiformes,"Bird Island, South Georgia",UK,Pursuit.Dive,Capillary Depth Gauge,Chick-rearing,0.16,0.05332,2.443333,0.833107,0.0393,0.006917514,,EN,"Huin, H. and Prince, P. A. (1997). Diving behaviour of the grey-headed albatross. Antarctic Science9(3): 243-249.","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Gray-headed Albatross (Thalassarche chrysostoma), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.gyhalb.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
201,7.4,0.32,1,Max,White-capped Albatross,Thalassarche cauta,5.1,-40.4,144.53,Diomedeidae,Procellariiformes,Tasmania,Australia,Pursuit.Dive,Maximum Depth Gauge,Various,0.7,0.17735,14.94583,2.2477,0.081618,0.014062845,,NT,"Hedd, A., Gales, R., Brothers, N. and Robertson, G. (1997). Diving behaviour of the Shy Albatross Diomedea cauta in Tasmania: initial findings and dive recorder assessment. Ibis. 139(3): 452–460.",BirdLife International. 2018. Thalassarche steadi. The IUCN Red List of Threatened Species 2018: e.T22729609A132661314. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22729609A132661314.en. Downloaded on 24 May 2020.,"Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
202,1.9,0.07,1,Mean,White-capped Albatross,Thalassarche cauta,5.1,-40.4,144.53,Diomedeidae,Procellariiformes,Tasmania,Australia,Pursuit.Dive,Maximum Depth Gauge,Various,0.7,0.17735,14.94583,2.2477,0.081618,0.014062845,,NT,"Hedd, A., Gales, R., Brothers, N. and Robertson, G. (1997). Diving behaviour of the Shy Albatross Diomedea cauta in Tasmania: initial findings and dive recorder assessment. Ibis. 139(3): 452–460.",BirdLife International. 2018. Thalassarche steadi. The IUCN Red List of Threatened Species 2018: e.T22729609A132661314. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22729609A132661314.en. Downloaded on 24 May 2020.,"Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
203,0,0,0,Max,Salvin's Albatross,Thalassarche salvini,4.9,-30,-73,Diomedeidae,Procellariiformes,Chilean coast,Chile,Surface.Seizing,Observation,Unknown,0.54,0.11153,16.19667,2.038869,0.074933,0.010187455,Coordinates estimated based on vague latitude and distance from the coast information,VU,"Spear, L.B., Ainley, D.G. and Webb, S.W. (2003). Distribution, abundance and behaviour of Buller’s, Chatham Island and Salvin's Albatrosses off Chile and Peru. Ibis. 145: 253-269. doi:10.1046/j.1474-919X.2003.00151.x","del Hoyo, J., N. Collar, and G. M. Kirwan (2020). Salvin's Albatross (Thalassarche salvini), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.salalb1.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
204,0,0,0,Mean,Salvin's Albatross,Thalassarche salvini,4.9,-30,-73,Diomedeidae,Procellariiformes,Chilean coast,Chile,Surface.Seizing,Observation,Unknown,0.54,0.11153,16.19667,2.038869,0.074933,0.010187455,Coordinates estimated based on vague latitude and distance from the coast information,VU,"Spear, L.B., Ainley, D.G. and Webb, S.W. (2003). Distribution, abundance and behaviour of Buller’s, Chatham Island and Salvin's Albatrosses off Chile and Peru. Ibis. 145: 253-269. doi:10.1046/j.1474-919X.2003.00151.x","del Hoyo, J., N. Collar, and G. M. Kirwan (2020). Salvin's Albatross (Thalassarche salvini), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.salalb1.02","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
205,0,0,0,Max,Chatham Albatross,Thalassarche eremita,4.7,-38,-74,Diomedeidae,Procellariiformes,Chilean coast,Chile,Surface.Seizing,Observation,Unknown,1.17,0.52837,13.16167,1.336943,0.10595,0.020587927,Coordinates estimated based on vague latitude and distance from the coast information,VU,"Spear, L.B., Ainley, D.G. and Webb, S.W. (2003). Distribution, abundance and behaviour of Buller’s, Chatham Island and Salvin's Albatrosses off Chile and Peru. Ibis. 145: 253-269. doi:10.1046/j.1474-919X.2003.00151.x","del Hoyo, J., N. Collar, and G. M. Kirwan (2020). Chatham Albatross (Thalassarche eremita), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.shyalb2.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
206,0,0,0,Mean,Chatham Albatross,Thalassarche eremita,4.7,-38,-74,Diomedeidae,Procellariiformes,Chilean coast,Chile,Surface.Seizing,Observation,Unknown,1.17,0.52837,13.16167,1.336943,0.10595,0.020587927,Coordinates estimated based on vague latitude and distance from the coast information,VU,"Spear, L.B., Ainley, D.G. and Webb, S.W. (2003). Distribution, abundance and behaviour of Buller’s, Chatham Island and Salvin's Albatrosses off Chile and Peru. Ibis. 145: 253-269. doi:10.1046/j.1474-919X.2003.00151.x","del Hoyo, J., N. Collar, and G. M. Kirwan (2020). Chatham Albatross (Thalassarche eremita), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.shyalb2.02","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
207,0,0,0,Max,Buller's Albatross,Thalassarche bulleri,3.8,-35,-73,Diomedeidae,Procellariiformes,Chilean coast,Chile,Surface.Seizing,Observation,Unknown,1.04,0.51079,14.35083,1.20439,0.095567,0.015808128,Coordinates estimated based on vague latitude and distance from the coast information,NT,"Spear, L.B., Ainley, D.G. and Webb, S.W. (2003). Distribution, abundance and behaviour of Buller’s, Chatham Island and Salvin's Albatrosses off Chile and Peru. Ibis. 145: 253-269. doi:10.1046/j.1474-919X.2003.00151.x","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Buller's Albatross (Thalassarche bulleri), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bulalb2.00","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
208,0,0,0,Mean,Buller's Albatross,Thalassarche bulleri,3.8,-35,-73,Diomedeidae,Procellariiformes,Chilean coast,Chile,Surface.Seizing,Observation,Unknown,1.04,0.51079,14.35083,1.20439,0.095567,0.015808128,Coordinates estimated based on vague latitude and distance from the coast information,NT,"Spear, L.B., Ainley, D.G. and Webb, S.W. (2003). Distribution, abundance and behaviour of Buller’s, Chatham Island and Salvin's Albatrosses off Chile and Peru. Ibis. 145: 253-269. doi:10.1046/j.1474-919X.2003.00151.x","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Buller's Albatross (Thalassarche bulleri), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bulalb2.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
209,4.1,0.18,1,Max,Black-browed Albatross,Thalassarche melanophris,4.7,-54,-38.05,Diomedeidae,Procellariiformes,"Bird Island, South Georgia",UK,Pursuit.Dive,Data Logger and Camera,Breeding,0.66,0.39233,2.026667,0.748955,0.071543,0.016243445,,EN,"Sakamoto, K. Q., Takahashi, A., Iwata, T. and Trathan, P. N. (2009). From the Eye of the Albatrosses: A Bird-Borne Camera Shows an Association between Albatrosses and a Killer Whale in the Southern Ocean. PLoS One. 4(10): e7322. doi: 10.1371/journal.pone.0007322","del Hoyo, J., C. Carboneras, F. Jutglar, N. Collar, and G. M. Kirwan (2020). Black-browed Albatross (Thalassarche melanophris), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bkbalb.01","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
210,1.46,0.5,1,Mean,Black-browed Albatross,Thalassarche melanophris,4.7,-54,-38.05,Diomedeidae,Procellariiformes,"Bird Island, South Georgia",UK,Pursuit.Dive,Data Logger and Camera,Breeding,0.66,0.39233,2.026667,0.748955,0.071543,0.016243445,,EN,"Sakamoto, K. Q., Takahashi, A., Iwata, T. and Trathan, P. N. (2009). From the Eye of the Albatrosses: A Bird-Borne Camera Shows an Association between Albatrosses and a Killer Whale in the Southern Ocean. PLoS One. 4(10): e7322. doi: 10.1371/journal.pone.0007323","del Hoyo, J., C. Carboneras, F. Jutglar, N. Collar, and G. M. Kirwan (2020). Black-browed Albatross (Thalassarche melanophris), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.bkbalb.02","Brooke, M. (2004). Albatrosses and Petrels Across the World. Oxford University Press, Oxford, United Kingdom.",
